companyName,industry,invoiceCategory,revenue,invoiceAmount,vendorHistoryMonths,lineItems,daysSinceReceived,previousInvoices,amountDeviation,hasPurchaseOrder,paymentStatus,duplicateCheck
Core LLC 298,services,consulting,41810.3,8078.85,1,7,40,84,-8.09,1,approved,False
Gamma LLC 299,healthcare,services,200365.11,34319.33,65,17,27,101,3.46,1,approved,True
Alpha Inc 300,manufacturing,services,25330.62,4299.04,117,15,31,97,3.35,1,approved,False
Core Holdings 301,healthcare,supplies,120067.45,27375.65,105,22,2,127,17.37,1,approved,True
Delta Group 302,technology,consulting,40628.11,9487.1,73,8,2,140,27.59,0,pending,True
Zen Tech 303,manufacturing,services,92654.7,14546.47,119,24,69,20,22.69,1,approved,False
Prime Inc 304,manufacturing,services,144042.26,16684.99,48,9,75,113,13.72,0,rejected,False
Peak Inc 305,services,consulting,108339.53,11230.35,73,18,87,7,-2.23,1,approved,False
Beta LLC 306,manufacturing,consulting,123912.09,25821.81,65,10,56,102,-9.35,0,approved,False
Omega Inc 307,retail,consulting,23830.59,4009.72,6,17,83,84,0.27,0,rejected,True
Alpha Tech 308,manufacturing,consulting,145936.63,5512.2,5,9,37,41,8.78,1,approved,False
Peak Solutions 309,retail,maintenance,30267.98,1595.21,107,21,22,198,12.33,1,approved,False
Alpha Solutions 310,technology,consulting,73690.81,16730.97,21,16,22,51,9.35,1,approved,False
Nova Solutions 311,manufacturing,equipment,73614.47,16448.02,43,7,21,11,-1.82,1,approved,True
Apex Inc 312,retail,maintenance,88264.92,21088.38,75,24,67,71,11.8,1,pending,False
Delta Corp 313,technology,supplies,78398.91,9282.88,69,18,0,151,18.91,1,approved,True
Flux Group 314,retail,services,30483.84,6106.95,62,11,85,1,13.2,1,approved,False
Zen Solutions 315,retail,consulting,20335.15,4280.38,117,4,69,98,-0.48,1,approved,False
Gamma LLC 316,retail,supplies,120316.25,11142.52,94,24,34,83,-12.51,1,approved,False
Beta Corp 317,retail,maintenance,69471.21,3711.68,113,19,63,173,-12.86,1,approved,False
Vertex Holdings 318,healthcare,equipment,150166.73,37438.98,79,17,12,0,-10.22,1,approved,False
Apex Inc 319,retail,maintenance,57769.35,1556.91,117,20,38,3,3.86,1,approved,False
Core Group 320,services,services,19455.18,3062.0,72,15,9,113,7.8,1,approved,False
Delta Corp 321,services,consulting,129690.19,21988.82,65,6,10,35,-21.22,1,rejected,False
Apex Group 322,manufacturing,equipment,44520.43,7871.73,98,6,0,140,-7.56,1,approved,False
Flux LLC 323,retail,equipment,78716.08,6202.39,104,2,71,55,3.65,1,approved,False
Beta Tech 324,manufacturing,supplies,35668.83,6633.09,9,2,66,112,-13.5,1,rejected,False
Nova Solutions 325,services,maintenance,223114.72,15567.14,109,18,80,7,6.51,1,approved,False
Alpha Corp 326,healthcare,supplies,29695.42,6256.2,83,21,88,138,-4.61,0,pending,False
Alpha Solutions 327,services,maintenance,45709.26,3217.79,107,4,86,103,-10.85,1,approved,False
Delta Solutions 328,manufacturing,equipment,65248.54,11760.55,86,14,89,0,0.8,1,approved,False
Vertex Holdings 329,manufacturing,services,24990.58,5002.74,111,3,1,53,5.88,1,approved,False
Vertex Tech 330,retail,maintenance,77996.22,4949.45,33,10,70,11,-12.73,1,pending,False
Zen Solutions 331,healthcare,services,217407.42,16248.35,23,19,65,8,-3.64,1,pending,False
Core Inc 332,technology,supplies,40442.25,8055.85,24,20,14,139,7.02,1,approved,False
Beta LLC 333,healthcare,maintenance,82134.57,3267.29,31,23,12,85,-11.43,1,approved,False
Apex LLC 334,services,maintenance,10000.0,638.75,26,8,87,160,-24.87,1,pending,False
Beta Group 335,technology,maintenance,58038.2,7241.55,53,23,79,51,-23.05,1,pending,False
Apex Tech 336,manufacturing,equipment,46609.8,10903.98,24,19,29,143,-6.27,1,approved,True
Vertex Holdings 337,technology,consulting,31107.43,4642.22,19,9,6,123,-19.78,0,rejected,False
Flux LLC 338,healthcare,supplies,142224.26,15526.04,63,8,30,132,-5.22,1,approved,False
Vertex Tech 339,technology,consulting,46120.14,11300.59,95,3,0,165,24.97,0,rejected,False
Beta Holdings 340,services,equipment,51949.01,6579.53,17,23,61,141,-20.68,1,approved,False
Apex Inc 341,technology,services,44278.11,5302.7,61,5,34,149,-4.24,1,approved,True
Nova Tech 342,services,equipment,12920.2,1481.67,79,7,4,147,31.98,1,approved,False
Nexus LLC 343,services,equipment,24207.33,2222.27,84,10,88,89,6.12,1,approved,False
Apex Group 344,manufacturing,supplies,129168.73,12259.38,13,4,74,144,-5.52,1,approved,True
Zen Group 345,healthcare,supplies,11070.5,1972.79,88,20,81,168,-2.35,0,rejected,False
Nova Tech 346,healthcare,equipment,32433.52,953.29,4,17,89,147,6.44,1,pending,False
Nova Inc 347,services,services,43487.29,7689.33,29,4,1,121,25.44,0,pending,False
Omega LLC 348,retail,services,241565.88,16010.27,38,4,69,14,-7.96,1,approved,False
Prime Holdings 349,manufacturing,consulting,110733.65,11999.97,102,1,70,87,-11.36,1,pending,True
Beta Tech 350,technology,supplies,38340.56,2059.04,23,23,70,12,-20.68,1,pending,False
Delta Corp 351,manufacturing,consulting,170009.73,25014.0,94,11,23,20,1.55,1,approved,False
Peak Inc 352,technology,equipment,33109.89,6216.4,118,16,35,72,-21.09,1,approved,False
Zen Tech 353,manufacturing,equipment,134225.95,13633.43,115,4,83,92,-6.96,1,approved,False
Peak Solutions 354,manufacturing,equipment,20189.1,1162.61,37,6,5,105,-13.63,0,rejected,False
Apex LLC 355,manufacturing,equipment,141295.15,10186.86,12,13,57,180,16.11,1,pending,False
Core LLC 356,manufacturing,maintenance,43264.73,9006.25,27,6,71,152,-7.63,1,pending,False
Nexus Group 357,healthcare,maintenance,26296.64,2144.73,92,15,71,84,5.95,1,approved,False
Apex Holdings 358,healthcare,supplies,50326.4,9973.77,24,23,53,66,-24.06,0,rejected,False
Gamma Group 359,manufacturing,consulting,74747.82,7188.94,77,8,69,142,1.97,1,approved,False
Zen Solutions 360,manufacturing,maintenance,40303.81,2555.6,45,15,81,55,-18.05,1,pending,False
Delta Corp 361,services,services,93261.51,17466.11,92,22,68,176,-6.38,1,approved,False
Gamma Solutions 362,technology,consulting,37556.62,4798.43,73,22,10,156,33.17,1,approved,False
Delta Corp 363,technology,equipment,98350.99,2674.53,70,1,22,136,13.98,0,pending,False
Core Tech 364,technology,maintenance,85287.03,20535.99,94,3,27,49,-1.93,1,approved,False
Delta Corp 365,healthcare,equipment,57025.94,3078.45,114,24,30,124,47.98,1,approved,False
Beta Corp 366,retail,maintenance,42061.75,4260.17,44,23,32,164,-13.73,0,pending,False
Gamma Inc 367,healthcare,services,67591.17,7333.83,63,8,19,14,17.48,1,approved,True
Core Inc 368,healthcare,services,92985.89,12327.03,75,13,61,35,-22.99,1,approved,False
Prime LLC 369,retail,maintenance,311588.7,62520.93,98,14,9,103,-3.66,1,approved,False
Peak Holdings 370,services,equipment,126948.44,2716.79,58,17,70,71,-20.22,0,rejected,False
Core Tech 371,healthcare,equipment,130717.26,30649.09,45,19,59,141,3.86,0,approved,False
Gamma Group 372,retail,services,500000.0,84288.79,101,9,86,80,0.84,1,rejected,False
Nova Group 373,retail,supplies,90469.38,21590.45,114,22,0,199,-4.61,1,approved,True
Beta LLC 374,retail,maintenance,88231.1,18352.03,68,2,26,59,16.38,1,approved,False
Vertex Solutions 375,technology,supplies,105157.24,24543.99,13,1,80,72,-8.51,1,approved,False
Nova Corp 376,technology,equipment,26710.91,4226.47,35,23,44,0,4.9,1,approved,False
Peak LLC 377,services,supplies,41977.07,4289.26,56,5,50,49,12.31,1,approved,False
Omega Corp 378,retail,supplies,39937.24,4867.16,84,24,2,47,-22.25,1,approved,True
Omega Inc 379,retail,services,100517.91,17223.49,80,7,68,152,-11.23,0,rejected,True
Alpha Holdings 380,healthcare,maintenance,52086.46,6156.32,98,9,22,67,0.81,1,approved,False
Vertex Corp 381,manufacturing,maintenance,66874.88,12591.52,4,1,86,40,9.45,0,rejected,False
Alpha Corp 382,services,services,142909.05,5877.14,56,23,33,62,21.32,1,approved,False
Prime Solutions 383,healthcare,supplies,119434.17,25188.3,84,9,16,112,-3.24,1,approved,False
Omega Corp 384,manufacturing,equipment,52607.99,3522.81,118,5,53,157,-4.75,1,approved,False
Beta Holdings 385,retail,supplies,35031.53,8306.26,17,12,42,195,-13.09,0,approved,False
Omega LLC 386,services,consulting,148482.11,8281.67,105,4,42,9,4.95,1,approved,False
Delta Tech 387,healthcare,supplies,111203.03,5527.65,1,19,85,168,-4.46,1,approved,False
Nova Holdings 388,services,services,16564.13,3424.33,24,2,32,77,-4.11,0,approved,False
Zen Corp 389,technology,supplies,46605.64,9708.02,101,12,35,161,-1.41,1,approved,False
Delta Tech 390,services,equipment,68351.06,12980.87,94,10,56,7,8.27,1,approved,False
Nexus LLC 391,manufacturing,services,111643.25,26897.32,116,1,15,125,-8.46,1,approved,False
Gamma LLC 392,technology,maintenance,124005.5,10196.24,72,2,74,186,-11.58,1,approved,False
Vertex Holdings 393,manufacturing,services,75141.24,15789.37,74,13,20,7,6.48,1,approved,False
Beta Solutions 394,healthcare,services,95625.81,9655.27,64,10,21,158,-45.39,1,approved,False
Gamma LLC 395,technology,equipment,63026.43,9050.7,61,4,0,22,-9.06,1,approved,False
Apex LLC 396,manufacturing,equipment,34923.62,4277.72,62,4,30,196,-17.27,0,approved,False
Peak Inc 397,services,supplies,48581.03,1036.99,35,20,52,148,18.05,1,approved,False
Nexus Holdings 398,retail,supplies,60790.75,9247.87,102,18,63,182,-6.61,1,approved,False
Omega Tech 399,manufacturing,services,58235.86,11177.0,43,15,80,179,-8.41,1,approved,False
Apex LLC 400,retail,consulting,13247.2,796.78,73,21,70,63,-0.73,1,pending,False
Alpha Tech 401,retail,supplies,43565.17,10206.49,80,2,28,83,-8.93,1,approved,False
Flux Inc 402,services,services,62627.8,8892.64,64,17,74,138,-6.04,0,approved,False
Vertex Solutions 403,healthcare,supplies,47805.88,2916.0,73,19,17,34,1.46,1,approved,False
Nova Tech 404,technology,maintenance,49145.52,8284.36,6,5,18,61,-6.33,0,pending,False
Prime Holdings 405,services,supplies,88467.73,5674.52,38,13,32,19,-6.44,1,approved,False
Gamma Corp 406,services,maintenance,25256.38,874.19,54,19,48,177,-15.15,1,approved,False
Prime LLC 407,retail,supplies,16277.94,2891.33,47,15,18,49,-17.31,1,approved,False
Vertex Corp 408,services,services,45318.21,2060.16,109,6,81,82,0.91,1,approved,False
Zen Holdings 409,technology,supplies,110336.66,4902.26,107,16,24,90,4.6,1,approved,False
Nexus Tech 410,services,supplies,230969.84,43927.47,85,19,35,75,-21.42,1,approved,False
Nexus LLC 411,healthcare,services,111938.24,3659.99,42,1,54,155,11.4,1,approved,False
Peak Inc 412,healthcare,equipment,18497.47,3815.05,7,14,38,182,11.46,1,approved,False
Apex Inc 413,technology,supplies,49717.2,10098.27,90,13,36,114,14.62,1,approved,False
Delta Group 414,services,consulting,73519.61,3861.29,106,9,88,167,4.5,1,approved,False
Beta Group 415,technology,equipment,69014.57,9608.73,59,2,39,22,9.56,0,approved,False
Nova Inc 416,technology,equipment,92174.95,3891.98,99,3,10,193,32.78,1,approved,False
Prime Solutions 417,technology,equipment,28749.07,4757.72,111,19,65,23,-4.52,1,approved,False
Core Corp 418,healthcare,services,63067.1,2174.17,66,20,63,13,-15.69,1,approved,False
Prime Holdings 419,technology,consulting,83805.86,19881.32,25,11,19,4,-23.01,1,approved,False
Peak LLC 420,services,services,115906.23,7855.9,3,23,76,48,26.34,1,rejected,False
Beta Corp 421,healthcare,consulting,31427.09,5564.66,91,23,35,167,26.53,1,approved,False
Omega Holdings 422,technology,maintenance,45427.57,2248.98,67,16,13,60,-13.87,1,rejected,False
Zen Holdings 423,technology,consulting,10000.0,682.07,19,14,15,158,-10.91,0,pending,False
Omega Group 424,technology,equipment,36418.44,4505.63,7,24,64,84,-4.86,1,approved,False
Alpha Solutions 425,manufacturing,supplies,39358.53,5975.1,116,15,19,20,18.36,0,pending,False
Omega Group 426,services,maintenance,26484.96,6614.32,39,23,42,94,-19.31,1,approved,False
Apex LLC 427,technology,supplies,68356.35,1774.74,39,24,66,46,-29.5,1,pending,False
Gamma Tech 428,services,equipment,57253.48,1149.21,75,5,76,58,32.51,1,pending,False
Beta Tech 429,technology,consulting,10000.0,1005.84,44,16,44,103,4.69,0,approved,False
Beta Corp 430,services,maintenance,71140.09,7413.93,109,18,81,158,6.82,1,approved,False
Nexus Tech 431,services,maintenance,28490.92,6361.53,82,20,27,117,-3.08,1,approved,False
Nexus Solutions 432,healthcare,services,88304.93,20300.77,43,9,78,44,6.99,1,approved,False
Apex Corp 433,healthcare,maintenance,21472.3,4778.03,32,21,22,143,-22.71,1,approved,False
Core Group 434,services,services,61328.82,3246.2,103,12,5,139,-12.61,1,approved,True
Zen Corp 435,technology,equipment,47737.35,5479.49,71,10,65,47,1.58,1,pending,True
Beta Holdings 436,technology,maintenance,76304.07,14616.32,110,4,68,170,-34.06,1,pending,False
Flux Tech 437,technology,consulting,66155.14,6079.69,42,8,83,168,-4.54,1,approved,False
Prime LLC 438,manufacturing,maintenance,48818.7,8423.41,3,24,82,120,-5.46,0,rejected,False
Apex Group 439,healthcare,supplies,17517.96,1305.84,107,18,9,59,-4.54,1,approved,False
Core Inc 440,manufacturing,supplies,18365.58,1733.46,29,18,55,70,-8.27,0,approved,False
Nova Group 441,services,supplies,37529.8,8177.7,101,22,63,87,-14.94,1,approved,False
Flux Solutions 442,technology,supplies,59478.85,4616.57,85,7,54,37,-27.33,0,approved,False
Zen Inc 443,healthcare,consulting,36805.47,8899.36,28,16,1,61,2.17,1,approved,False
Nova Group 444,technology,equipment,98732.51,8929.34,91,9,4,26,-4.5,1,approved,False
Vertex LLC 445,retail,consulting,47888.15,1216.91,10,21,60,30,-20.63,1,approved,False
Nexus Solutions 446,healthcare,equipment,27666.84,2175.37,47,11,77,148,0.94,1,pending,False
Core Holdings 447,services,supplies,47931.25,2846.02,43,21,16,25,-4.42,1,approved,False
Flux Holdings 448,manufacturing,services,71731.69,9796.41,79,18,4,93,-6.92,0,approved,False
Peak LLC 449,technology,equipment,77645.41,3565.84,64,19,36,85,-32.35,1,approved,False
Nova Holdings 450,manufacturing,maintenance,269063.67,44124.08,73,23,28,9,10.24,0,pending,False
Flux Holdings 451,technology,maintenance,35061.98,7756.65,57,19,88,166,-18.5,1,approved,False
Vertex Holdings 452,services,supplies,56456.01,5836.39,89,8,83,196,0.95,1,approved,False
Nova Holdings 453,healthcare,equipment,84195.7,4946.78,20,13,50,127,-12.12,0,pending,False
Core Tech 454,technology,consulting,58762.64,6581.75,86,12,85,134,-5.83,1,approved,False
Delta Inc 455,technology,consulting,40114.99,8053.98,6,2,20,46,17.28,1,pending,False
Gamma Corp 456,technology,services,17336.93,2705.29,11,15,89,168,7.97,1,rejected,False
Peak Tech 457,services,equipment,39788.47,1721.37,87,11,40,156,16.95,1,approved,False
Core Corp 458,manufacturing,services,25362.78,3640.9,19,10,42,87,4.96,0,approved,False
Nova Tech 459,healthcare,services,15043.7,1920.47,92,3,4,141,5.94,0,approved,False
Alpha Holdings 460,manufacturing,consulting,31680.51,3017.12,16,13,15,191,-26.72,1,approved,False
Apex Tech 461,manufacturing,services,25908.51,1174.61,18,14,17,120,-4.76,1,approved,False
Prime Group 462,technology,supplies,95514.11,23463.59,111,3,43,39,-3.37,1,approved,False
Zen Solutions 463,services,equipment,96845.62,5858.19,22,16,17,66,18.35,1,approved,False
Prime Solutions 464,retail,consulting,29053.57,1869.04,109,5,9,37,-7.59,1,approved,False
Flux Group 465,manufacturing,equipment,48621.31,2600.46,42,4,54,66,3.97,0,approved,False
Zen LLC 466,healthcare,services,13540.03,2046.5,95,10,78,178,3.39,1,approved,False
Omega Corp 467,manufacturing,consulting,40316.98,4920.45,112,10,6,37,17.37,1,approved,False
Peak Inc 468,services,maintenance,82387.21,6376.62,14,22,50,178,-2.01,1,approved,False
Flux Tech 469,technology,maintenance,115838.27,13757.81,40,2,86,57,12.42,0,pending,False
Nexus Inc 470,manufacturing,consulting,33845.53,5919.92,69,9,36,99,-25.57,1,approved,False
Peak Solutions 471,retail,equipment,138896.44,11777.18,103,18,16,105,-24.21,1,approved,False
Prime Group 472,manufacturing,maintenance,17808.77,4105.04,23,6,7,25,-34.25,1,approved,False
Apex LLC 473,technology,equipment,22068.31,1996.29,23,24,84,36,11.79,1,pending,False
Core Tech 474,technology,services,105633.36,6927.56,44,18,36,61,10.11,1,approved,False
Delta Corp 475,retail,maintenance,227953.51,54606.4,25,23,9,11,13.45,1,approved,False
Alpha Holdings 476,retail,supplies,88853.62,18341.96,32,23,77,150,-10.16,1,pending,False
Delta Group 477,retail,maintenance,57972.62,5734.75,16,3,72,109,-8.45,1,approved,False
Vertex Corp 478,manufacturing,supplies,10340.81,2208.07,99,12,63,169,-1.82,1,approved,False
Gamma Inc 479,manufacturing,maintenance,11873.24,1654.27,95,18,7,172,21.66,1,approved,False
Apex Holdings 480,retail,equipment,66405.0,6624.1,18,1,7,69,25.41,1,approved,False
Gamma Corp 481,retail,equipment,44960.96,9581.66,64,11,19,163,11.91,1,approved,False
Beta Solutions 482,technology,supplies,24719.11,4770.74,77,17,14,12,4.97,1,approved,True
Alpha Holdings 483,manufacturing,maintenance,63096.85,5584.78,75,20,47,85,20.03,1,approved,False
Core Corp 484,retail,services,65650.8,10473.67,118,10,35,133,-3.84,1,approved,False
Prime LLC 485,technology,equipment,127456.79,13377.83,77,21,68,93,-5.86,1,approved,False
Prime Corp 486,retail,supplies,66788.21,1351.92,82,17,9,147,-1.94,1,approved,False
Peak Solutions 487,manufacturing,equipment,159965.83,38586.58,4,2,65,171,-14.68,1,pending,False
Alpha Group 488,technology,supplies,60258.28,8822.7,10,7,84,84,-2.63,0,rejected,False
Peak Corp 489,manufacturing,consulting,54596.88,8606.62,74,23,11,54,-16.76,1,approved,False
Zen Group 490,manufacturing,supplies,140287.58,22161.93,109,1,58,116,15.38,1,approved,False
Omega Group 491,healthcare,services,27371.22,4013.92,48,3,45,173,8.16,0,approved,False
Peak Holdings 492,manufacturing,services,500000.0,43355.5,77,9,8,197,21.44,1,approved,False
Zen Corp 493,healthcare,consulting,80838.29,19681.09,25,24,26,163,-24.44,1,approved,True
Flux Corp 494,retail,supplies,81199.42,13234.18,55,17,70,48,28.53,1,pending,False
Peak LLC 495,healthcare,supplies,91133.14,15885.59,90,4,78,41,-23.59,1,approved,True
Alpha Holdings 496,manufacturing,consulting,268796.32,33492.65,79,10,33,114,-17.97,1,approved,False
Prime Holdings 497,retail,supplies,112871.57,9730.45,14,23,9,80,-9.31,1,approved,False
Nova Inc 498,manufacturing,supplies,16580.05,576.99,105,6,22,122,19.62,1,approved,False
Core Inc 499,retail,supplies,184015.69,18503.32,111,14,75,184,3.38,0,rejected,True
Flux Holdings 500,manufacturing,supplies,45582.66,2757.86,57,12,51,109,-3.66,1,approved,False
Vertex Corp 501,healthcare,consulting,65233.22,11238.4,41,19,38,71,-11.89,1,approved,False
Core Group 502,services,equipment,21516.96,4780.44,64,19,1,173,-20.64,0,pending,False
Nexus LLC 503,services,maintenance,91213.81,8175.82,96,20,70,87,16.99,1,pending,False
Vertex Inc 504,manufacturing,consulting,35557.29,3433.52,54,3,41,121,11.98,0,rejected,False
Flux Group 505,manufacturing,services,64869.69,11299.25,4,11,49,27,20.29,1,approved,False
Vertex Inc 506,healthcare,supplies,47701.63,2591.75,9,17,75,101,5.95,1,pending,False
Delta Group 507,retail,supplies,279291.2,65290.07,97,11,50,85,-39.63,1,approved,False
Prime Inc 508,services,equipment,292379.6,30315.31,94,17,83,24,-18.67,1,pending,False
Peak LLC 509,manufacturing,supplies,62144.06,2689.34,92,16,50,42,6.97,1,approved,False
Gamma Group 510,technology,maintenance,63018.41,3792.28,16,9,30,140,-5.55,1,pending,True
Peak Corp 511,technology,supplies,44411.14,10415.82,21,3,83,36,-8.38,1,approved,False
Nexus Holdings 512,services,equipment,145045.83,11144.95,47,24,57,26,-16.55,1,approved,False
Delta Solutions 513,technology,services,46021.51,7930.51,28,20,68,11,14.21,0,rejected,False
Flux Tech 514,retail,maintenance,42741.69,2390.03,47,22,20,5,6.84,0,approved,False
Flux Inc 515,retail,maintenance,130989.74,8467.62,67,8,60,86,7.52,1,pending,False
Gamma Inc 516,technology,consulting,38923.78,8649.83,34,8,50,97,-9.5,0,pending,False
Nexus LLC 517,retail,supplies,58092.74,3139.78,15,8,9,124,2.64,1,approved,False
Omega Tech 518,healthcare,services,16898.01,500.0,48,1,22,114,-20.07,1,approved,False
Gamma LLC 519,technology,consulting,105171.99,14228.05,86,5,82,107,-1.95,1,approved,False
Omega LLC 520,services,equipment,282856.1,61783.46,74,8,51,199,-37.92,1,approved,True
Core Solutions 521,services,maintenance,106615.09,10126.08,39,24,69,49,-23.52,1,approved,False
Delta Corp 522,retail,consulting,192805.91,9539.52,38,5,15,142,-4.83,0,approved,False
Core Group 523,technology,equipment,30427.99,7482.64,70,13,19,15,35.63,1,approved,False
Peak Group 524,manufacturing,maintenance,72334.71,12705.58,21,14,84,169,-27.01,1,pending,False
Zen Holdings 525,technology,maintenance,28154.77,6071.83,100,9,37,72,-18.65,1,pending,False
Zen Solutions 526,retail,equipment,49900.56,9630.4,104,23,79,69,3.25,1,approved,False
Apex LLC 527,services,services,111053.7,20055.82,4,3,72,27,26.54,1,rejected,False
Core Holdings 528,services,services,64955.42,7044.4,116,21,30,101,3.03,0,approved,False
Core Group 529,healthcare,equipment,19339.16,1829.45,3,18,85,79,10.53,1,rejected,False
Omega Corp 530,retail,equipment,20909.87,3866.25,55,8,69,194,-5.06,1,approved,False
Nova Tech 531,healthcare,services,19832.33,3665.89,80,19,11,35,-7.66,0,pending,False
Zen Solutions 532,healthcare,services,88713.03,21170.06,39,11,8,83,1.23,1,approved,True
Zen Tech 533,retail,consulting,312111.45,47063.83,25,24,11,180,-9.87,1,approved,True
Delta Solutions 534,manufacturing,consulting,178076.16,15628.47,6,1,66,161,10.86,0,rejected,False
Alpha Inc 535,technology,services,13137.31,1741.9,87,1,12,152,-24.09,1,approved,False
Alpha Group 536,technology,equipment,186625.79,30075.53,5,14,25,105,13.35,1,approved,False
Beta LLC 537,manufacturing,services,126642.11,14962.49,58,23,39,174,0.59,0,approved,False
Beta Corp 538,technology,consulting,17391.9,3512.48,47,2,12,44,-3.22,0,approved,False
Apex LLC 539,technology,maintenance,46978.19,7256.3,116,19,29,161,-24.64,1,approved,False
Nova LLC 540,services,maintenance,143834.4,3188.84,111,23,61,116,-14.7,1,pending,False
Nova Corp 541,services,equipment,92999.26,14048.76,98,12,87,69,17.98,0,rejected,False
Apex Solutions 542,manufacturing,consulting,21009.37,3481.86,87,21,42,43,-3.13,1,approved,False
Beta Inc 543,services,maintenance,97596.19,22496.91,65,19,67,104,4.18,1,approved,False
Zen Group 544,services,consulting,10829.18,1247.04,42,6,47,0,-13.19,1,approved,False
Delta Solutions 545,technology,equipment,50098.3,7621.33,20,21,41,142,-0.44,1,approved,False
Omega Holdings 546,retail,consulting,148801.04,19232.45,116,17,46,47,-20.58,0,approved,False
Prime Inc 547,retail,equipment,60761.73,8645.24,46,1,86,77,1.5,1,approved,False
Zen Holdings 548,technology,maintenance,40168.96,1425.19,52,14,5,38,5.56,1,approved,False
Gamma Solutions 549,healthcare,equipment,121963.49,27609.51,17,16,46,93,4.81,1,approved,False
Core Solutions 550,retail,maintenance,130587.85,29956.18,33,20,4,74,-13.55,0,pending,False
Flux LLC 551,manufacturing,services,170762.97,24940.57,76,19,78,37,-5.13,1,approved,False
Vertex Corp 552,technology,services,120508.3,17836.17,51,12,54,177,8.06,1,approved,False
Omega Holdings 553,technology,services,142215.65,4726.95,70,8,4,151,-3.17,0,approved,False
Prime Inc 554,services,equipment,107616.24,16952.64,26,5,56,77,-4.31,1,approved,False
Gamma Solutions 555,technology,consulting,74044.6,8789.46,10,3,39,11,28.55,1,pending,False
Nexus Holdings 556,technology,supplies,64318.8,11775.49,106,16,4,169,-14.26,1,approved,False
Prime Solutions 557,retail,services,49522.99,1527.23,52,24,88,139,16.21,0,rejected,False
Delta Tech 558,manufacturing,maintenance,22699.66,4165.48,43,2,34,111,-17.32,1,approved,False
Beta Holdings 559,manufacturing,consulting,27882.4,2397.48,35,17,2,120,9.82,1,approved,False
Omega Tech 560,manufacturing,consulting,47781.24,8117.66,79,15,55,1,10.62,1,approved,False
Delta Holdings 561,technology,equipment,72632.06,11929.02,68,5,33,94,-7.66,1,pending,False
Gamma Inc 562,technology,equipment,189595.87,13683.81,47,6,59,37,-18.26,1,approved,False
Nova Solutions 563,services,services,57905.19,7024.13,111,7,14,130,-29.56,1,approved,False
Delta Holdings 564,manufacturing,services,133623.45,28354.31,108,17,74,186,-9.23,1,approved,False
Prime Tech 565,manufacturing,maintenance,141981.57,22615.69,24,8,37,106,7.89,1,approved,False
Omega Inc 566,healthcare,supplies,49753.82,1781.67,77,20,37,120,-16.16,1,approved,False
Nexus LLC 567,healthcare,consulting,96350.91,11742.19,116,9,72,133,1.45,1,approved,False
Delta Solutions 568,technology,consulting,49275.27,4518.91,59,3,49,185,-22.15,1,approved,True
Flux Corp 569,retail,supplies,172423.46,28894.47,4,3,0,7,-3.51,1,approved,False
Flux Holdings 570,manufacturing,supplies,99575.82,16066.53,16,10,52,62,-17.21,1,rejected,False
Delta Group 571,retail,consulting,23100.58,517.26,80,10,58,53,-1.17,0,pending,False
Delta Inc 572,services,services,68133.19,10885.64,108,18,28,143,-7.52,1,approved,False
Beta Inc 573,manufacturing,equipment,223795.89,42300.88,16,12,16,89,-17.86,1,approved,False
Core Solutions 574,healthcare,maintenance,51793.25,10193.32,66,4,4,154,-9.88,1,approved,False
Apex Corp 575,services,consulting,85662.64,2875.22,60,6,76,94,-14.01,1,approved,False
Apex Solutions 576,manufacturing,consulting,92661.01,8324.8,34,14,0,195,-19.71,1,approved,False
Flux Solutions 577,services,services,26126.4,3053.99,76,9,52,153,16.24,0,pending,True
Nova Holdings 578,manufacturing,services,90090.17,5526.81,105,17,75,3,-5.4,0,approved,False
Alpha LLC 579,services,supplies,19632.31,2292.44,29,23,31,197,-33.03,0,rejected,False
Prime Corp 580,retail,supplies,36297.38,1319.77,7,9,18,190,-9.35,0,pending,False
Alpha Solutions 581,manufacturing,services,141574.08,6518.07,43,14,64,8,13.72,1,pending,False
Delta Corp 582,manufacturing,maintenance,79650.61,13843.26,38,20,56,78,-11.42,1,approved,False
Core Inc 583,technology,services,46930.25,3772.8,87,6,1,194,22.47,0,pending,True
Vertex Tech 584,retail,consulting,85576.74,15713.89,64,13,51,167,-12.85,1,approved,True
Flux LLC 585,services,equipment,57063.86,1772.69,3,8,0,93,7.55,1,rejected,False
Nexus Inc 586,manufacturing,consulting,60479.68,9036.98,41,16,35,108,15.55,1,approved,False
Delta Tech 587,technology,supplies,101260.82,11142.05,88,18,27,5,6.75,1,approved,True
Peak Corp 588,retail,supplies,33459.99,6802.53,57,4,75,112,-20.62,0,rejected,False
Nexus Inc 589,technology,consulting,61837.74,12386.65,67,5,87,133,-14.14,1,approved,False
Peak Group 590,technology,supplies,46638.68,4961.36,32,1,62,71,17.55,0,rejected,False
Alpha Solutions 591,services,consulting,16840.08,2748.71,39,1,66,61,-12.07,1,pending,False
Peak Tech 592,retail,services,28670.83,2073.94,16,2,2,165,14.64,0,approved,False
Core Solutions 593,retail,services,209937.5,32224.06,10,17,5,89,-6.45,1,approved,False
Nexus Tech 594,manufacturing,consulting,81452.77,3151.48,5,22,69,52,2.12,0,pending,False
Prime Corp 595,technology,consulting,20767.18,2491.21,75,10,38,74,-20.79,1,approved,False
